company_id,company_key,company_name,company_name_variants,company_size,website,domain,industry,founded_in,founded_raw,description,company_type,annual_revenue,employee_total,company_email,linkedin_url,linkedin_description,state,ndis_direct_support,nursing_care_relevance,position_tier_best,people_count,support_coordinator_count,people_with_email_count,source_batch
5e079b026adc372e,uniting.org,Uniting,UnitingCare NSW.ACT; Uniting Care Ageing; Settlement Services International; UnitingCare; Unity care nsw; Women's & Girls Emergency Centre,1001-5000,https://uniting.org,uniting.org,Non-profit Organizations,,,"Uniting NSW.ACT contributes to the work of the Uniting Church in NSW and the ACT, through social justice advocacy, community services and spiritual care.
We provide services for people through all ages and stages of life, and drive solutions to systemic issues so people experiencing disadvantage can live their best lives.
Our purpose is to inspire people, enliven communities and confront injustice. We value diversity and always welcome everyone exactly as they are.",,,4520,,https://www.linkedin.com/company/uniting_nsw-act/,,NSW,Yes,No,A,28,10,22,Triple R NSW Campaign 3 Cold Export
8cf42f1a75d70575,approvedbyfrankie.com.au,Approved by Frankie,,11-50,https://approvedbyfrankie.com.au,approvedbyfrankie.com.au,Hospitals and Health Care,,,,,,29,,https://www.linkedin.com/company/approved-by-frankie/,,NSW,No,No,A,11,9,7,Triple R NSW Campaign 3 Cold Export
1c060c520c086f94,marliandmoe.com.au,Marli and Moe,Corrective Services NSW; Mora Disability,11-50,https://marliandmoe.com.au,marliandmoe.com.au,Individual and Family Services,,,"The Marli and Moe team is led by their Director Jemma who has navigated the NDIS since its introduction with her daughter Marli. Marli and Moe provides unique and specially tailored NDIS Support Coordination, Specialist Support Coordination and Psychosocial Recovery Coaching services to our clients. 

Marli and Moe’s family culture means we will be with you through the ups and downs, together. Our team draws on their personal and professional experiences to help make the most of your NDIS journey. We will work with you and your representative to make your NDIS experience as seamless as possible, that’s our gold standard.",,,23,,https://www.linkedin.com/company/marli-and-moe/,,NSW,Unclear,Yes,A,10,8,3,Triple R NSW Campaign 3 Cold Export
cf0cb9e86279c5e9,abilityoptions.org.au,Ability Options,,201-500,https://abilityoptions.org.au,abilityoptions.org.au,Non-profit Organizations,,,"Ability Options provide employment and disability services. We support people who need assistance to achieve their aspirations and inclusion in the community. 

We operate services to support people with disabilities and those whose lives are changed as a result of accidents, unemployment and disadvantage.

Our disability services support people with accommodation, respite care, support co-ordination, community services and therapy. Our employment services assist job seekers, including parents, indigenous communities, school leavers and people with disability to find work and maintain work.

We pride ourselves on delivering a person centred approach which emphasises the individual's right and opportunity for choice and self-determination, empowering people to achieve their aspirations and goals and to live life to their full potential.",,,439,,https://www.linkedin.com/company/ability-options/,,NSW,Yes,Yes,A,8,8,8,Triple R NSW Campaign 3 Cold Export
f0451116352b3881,mysupports.com.au,My Supports,Altido Consulting,51-200,https://mysupports.com.au/,mysupports.com.au,Individual and Family Services,,,"My Supports is a national provider of NDIS supports, including support coordination, daily life, community participation, capacity, and skill building. We offer supports enabling people all abilities, including people with complex and high needs, to live in their own community. My Supports also provides supports to those who are funded for Specialist Disability Accommodation (SDA), Supported Independent Living (SIL) and Individualised Living Options (ILO).

Founded by two people in wheelchairs and a long-time carer. This is the lived experience we aim to bring to our services every day. Roughly 25% of our workforce has a disability and a big portion has lived experience of disability.

My Supports works in small neighbourhood teams bringing local connections and contacts. We want you to be part of your own community and build your own support network so you can live as independently as possible in your own surroundings.

At My Supports we pride ourselves on doing our very best to match our clients with our support workers based on compatible personality traits, likes and dislikes, location, and cultural background. Our support workers come from all walks of life which help us make great matches for our clients!",,,173,,https://www.linkedin.com/company/my-supports/,,NSW,Yes,Yes,A,8,8,3,Triple R NSW Campaign 3 Cold Export
637adb949bde68f3,mcm.org.au,Melbourne City Mission,Bright Plan Management; Melbbourne Citymission; Melbourne Citymission; The Kindred Sign; We R Collective; melbourne city mission,501-1000,https://www.mcm.org.au/,mcm.org.au,Non-profit Organizations,,,"We’re a profit-for-purpose community organisation supporting people to live their life, their way.

📍 On Aboriginal Land",,,659,,https://www.linkedin.com/company/melbournecitymission/,,VIC,No,Yes,A,14,7,2,Triple R VIC Campaign 3 Cold Export
6ac7d6dfeaf5f6a7,newhorizons.org.au,New Horizons Enterprises,,201-500,https://newhorizons.org.au,newhorizons.org.au,Non-profit Organizations,,,"Fifty years ago we formed one of the world's first non-profit social enterprises. Since then New Horizons has supported tens of thousands of Aussies in hundreds of communities to discover their potential. 

By putting wellbeing at the heart of everything we do, we can provide the advice, connections and supports people need to reach their goals. 

As supporters of choice, we offer an unmatched range of services for individuals wanting to enhance their wellbeing. 

We take the time to listen to our customers, understand their needs and design tailored solutions. This personalised approach puts customers firmly in the driver's seat, so they can uncover the possibilities in their lives.

To find out how you can join a team that puts wellbeing at the heart of everything we do, connect with us:

newhorizons.org.au

facebook.com/newhorizonsau
twitter.com/newhorizonsau
youtube.com/user/newhorizonsau
http://m.newhorizons.org.au/news/",,,337,,https://www.linkedin.com/company/new-horizons-enterprises-limited/,,NSW,Yes,No,A,7,7,7,Triple R NSW Campaign 3 Cold Export
4367e02545550593,ndis.gov.au,National Disability Insurance Agency,NDIS; NDIS PROVIDER; National Disability Insurance Scheme; ndis; NDIS Community,5001-10000,https://www.ndis.gov.au/,ndis.gov.au,Government Administration,,,"The National Disability Insurance Agency (NDIA) is an independent statutory agency whose role is to implement the National Disability Insurance Scheme (NDIS).

Further information about the Scheme can be found on: http://www.ndis.gov.au.",,,5018,,https://www.linkedin.com/search/results/all/?keywords=NDIS+,,VIC,Unclear,No,A,11,6,2,Triple R VIC Campaign 3 Cold Export
1c669d73096ce1f7,breakthru.org.au,Breakthru,breakthru; Break Thru People Solutions; [breakthru],201-500,https://breakthru.org.au,breakthru.org.au,Individual and Family Services,,,"Being able to create your future your way.

Breakthru is a national not-for-profit organisation committed to empowering people to create their own futures. We operate on the belief that we can affect real and lasting change and create self-sustaining futures for individuals, local businesses and the community in general. Through the provision of high quality person-centric programs, we enable thousands of people every year to address employment, disability, mental health, homelessness and training needs.

Breakthru operates on the premise that everyone's needs, preferences and aspirations are different. Our commitment to client choice and family inclusion is well demonstrated through our individualised services and person-centred principles. We have a specific focus on assisting those most in need and offer specialist programs for those facing the challenge of an intensive mental health illness, a disability or physical health issue, long-term unemployment, unmet education goals or homelessness.

Breakthru is proud to offer dedicated and culturally considered programs for Aboriginal and Torres Strait Islander peoples, refugee and migrant populations and other culturally and linguistically diverse groups.

With over 20 years of demonstrated service to the community, Breakthru offers quality programs in New South Wales, Victoria and Queensland. Breakthru operates as a subsidiary of Royal Rehab. If you need help to address challenges and take control of your life, we would be proud to assist you on your journey to recovery.

Breakthru employees are proud to claim the title of social visionaries. We are committed to opportunity and advancement for all Australians and all our work underpins this ethos.",,,279,,https://www.linkedin.com/company/breakthruau/,,NSW,Unclear,No,A,8,6,7,Triple R NSW Campaign 3 Cold Export
0f72aed607f53eee,futurefocussc.com.au,Future Focus Support Coordination,,,https://www.futurefocussc.com.au/,futurefocussc.com.au,Hospitals and Health Care,,,,,,,,,,VIC,No,No,A,8,6,1,Triple R VIC Campaign 3 Cold Export
e80818c6809b2d9a,wellspaceaustralia.com.au,Wellspace Australia,,11-50,https://wellspaceaustralia.com.au,wellspaceaustralia.com.au,Mental Health Care,,,Wellspace Australia,,,45,,https://www.linkedin.com/company/wellspace-australia/,,NSW,No,Yes,A,10,5,10,Triple R NSW Campaign 3 Cold Export
96fabea5868235f4,interactionservices.org,Interaction Disability Services,Interaction Services,51-200,https://interactionservices.org,interactionservices.org,Individual and Family Services,,,"Interaction is a not for profit, values based organisation committed to empowering people.

Being person centred, we work alongside people to identify their better life now and their future goals and aspirations. Our flexible approach means we represent and resource people with personalised services.",,,103,,https://www.linkedin.com/company/interactionservices/,,NSW,Yes,No,A,7,5,7,Triple R NSW Campaign 3 Cold Export
fee59d3754a39388,extendedfamilies.org.au,Extended Families Australia,,,https://extendedfamilies.org.au/,extendedfamilies.org.au,Individual and Family Services,,,,,,,,,,VIC,Yes,No,A,6,5,2,Triple R VIC Campaign 3 Cold Export
5de808f7bc9a555e,myjourneyaustralia.com.au,My Journey Australia,,11-50,https://myjourneyaustralia.com.au,myjourneyaustralia.com.au,Community Services,,,"My Journey Australia was built on the foundation of being a truly person-centred
company. All supports are delivered in a person-centred manner with underpinning evidence-based clinical planning and approach.

My Journey Australia's belief is every person is unique and your supports
should match you individualities.

Together we can reach your goals.

My Journey Australia provides Support Coordination and Specialist Support Coordination to Participants of the NDIS.",,,20,,https://www.linkedin.com/company/my-journey-australia/,,NSW,Unclear,Yes,A,6,5,6,Triple R NSW Campaign 3 Cold Export
3c82b458452e1563,myintegra.com.au,MyIntegra,,51-200,https://myintegra.com.au,myintegra.com.au,Hospitals and Health Care,,,"Here at MyIntegra, we established ourselves with the sole intent to provide high quality Plan Management and Support Coordination to people with disabilities, their families and carers.

We specialise in helping you access the best support services available and taking care of the day-to-day, time consuming parts of managing and coordinating your plan and supports, so you can get on with enjoying your life.

As an NDIA registered and independent provider, we offer an unbiased service to maximise the possibilities of your NDIS plan. We put you first, tailoring our services to suit your needs - giving you flexibility and control over the management of your NDIS plan, as we work together to achieve your goals.

Plan Management 
Phone    1800 696 347
Email     choiceandcontrol@myintegra.com.au

Support Coordination
Phone   1300 937 187
Email     enquiries@myintegra.com.au",,,110,,https://www.linkedin.com/company/myintegra/,,NSW,No,No,A,6,5,3,Triple R NSW Campaign 3 Cold Export
e61d339833b7b6dd,tenderlovingcaredisability.com.au,Tender Loving Care Disability Services,,51-200,https://tenderlovingcaredisability.com.au,tenderlovingcaredisability.com.au,Hospitals and Health Care,,,"Tender Loving Care Disability Services has over 100 years of combined experience in the disability sector providing excellent outcomes for people with an intellectual, physical or cognitive disability and those participants that suffer from mental health conditions.  Our mission is to care and provide support to NDIS participants to improve their health and wellbeing.  We also assist participants that want to be more connected with the local community and participate in a range of learning opportunities.  Tender Loving Care Disability Services will provide you with guidance, planning and support - enabling participants to understand how the NDIA Plan funding can be used.  Our offices in Sydney, Brisbane and Melbourne will support you to have choice and control.",,,152,,https://www.linkedin.com/company/tender-loving-care-disabilty/,,NSW,Yes,Yes,A,6,5,6,Triple R NSW Campaign 3 Cold Export
922ce4b2d8136cd8,myasr.com.au,Australian Support Resources,,2-10,https://myasr.com.au/,myasr.com.au,Mental Health Care,,2001-01-10T00:00:00.000Z,"At Australian Support Resources we are passionate about ensuring every person who access our service is successful in receiving the assistance, care & support they deserve.
Australian Support Resources deliver specialist, quality service in a person centered and holistic framework highly receptive to the Disability community.
Australian Support Resources are a registered NDIS service provider, providing a range of services such as:
Support Coordination & Plan Management
Information & Referral
Complex Support case management
Community engagement/volunteer programs.
Welfare support & assistance
Access & support to the NDIS .",,,5,,https://www.linkedin.com/company/myasrau/,,NSW,No,Yes,A,5,5,4,Triple R NSW Campaign 3 Cold Export
977bbb55e74a631f,capacitycoordinationservices.com.au,Capacity Coordination Services,,2-10,https://capacitycoordinationservices.com.au,capacitycoordinationservices.com.au,Hospitals and Health Care,,2001-01-10T00:00:00.000Z,"Providing Support Coordination Level 2 and Level 3 
Covering Sydney and Newcastle regions
experienced in working with DCJ, Justice Health, Community Mental Health, Disability Advocates, Employment options and the NDIA. 
Knowledge of providers that specialise in the Justice space, LGBTQIA+, CALD, First Nations, AOD and complex care.",,,9,,https://www.linkedin.com/company/capacity-coordination-services/,,NSW,Unclear,Yes,A,5,5,5,Triple R NSW Campaign 3 Cold Export
08db4beb91d201ae,gateways.com.au,Gateways Support Services,,,https://www.gateways.com.au/,gateways.com.au,,,,,,,,,,,VIC,Yes,No,A,5,5,0,Triple R VIC Campaign 3 Cold Export
d53075f403f055c0,ays.com.au,Access Your Supports,,,https://ays.com.au/,ays.com.au,Individual and Family Services,,,,,,,,,,VIC,Yes,No,A,6,4,1,Triple R VIC Campaign 3 Cold Export
8e3ba29a6e5a9e2e,brightupwards.com.au,Bright Upwards,,11-50,https://brightupwards.com.au,brightupwards.com.au,Community Services,,2001-11-20T00:00:00.000Z,"We are thrilled to offer comprehensive NDIS services across the entire nation of Australia! Our dedicated team is committed to providing exceptional support and assistance,reach out to us to discover how we can help you or your loved ones today.

Our areas of expertise are:
Support Coordination.  Guided by experienced specialists, our Support Coordinators are dedicated to the people that they support. Our team of Support Coordinators are experienced and navigate the complexities of the NDIS with precision and empathy.

Theraputic Supports.  We have an Allied Health team that consists of Occupational Therapy, Physiotherapy and Exercise Physiology. Our therapists are dedicated to supporting each individual with a personalised and holistic approach that nurtures growth, capacity building and reaching goals.

Specialised Supports.  In addition to the above, we provide Specialist Support Coordination and Psychosocial Recovery Coaching. We also help people with their NDIS Access Forms and guide people through the intricate NDIS systems and procedures, before and after they have obtained their NDIS Plan.

OUR VISION
Our vision is to lift industry standards and become the go to provider for people with disability, employees, and like minded organisations.

OUR MISSION
Our mission is to empower people with disability to live their best life.

OUR VALUES
Integrity- we are honest, professional, and open minded.
Compassion- we are guided by our genuine love and care for other people.
Collaboration- we work closely with people with disability, our workforce and external providers to get the best outcomes for the people we support.
Excellence- we go above and beyond to deliver services which are above the industry standard to people with disability.
Empowerment- we go above and beyond to ensure people with disability lead a life they choose.

To find out more talk to our friendly staff by sending an email to enquiries@brightupwards.com.au or by calling 1800 861 881.",,,19,,https://www.linkedin.com/company/bright-upwards/,,NSW,No,No,A,5,4,4,Triple R NSW Campaign 3 Cold Export
06b77d320afbec10,participateaustralia.com.au,Participate Australia,,11-50,https://participateaustralia.com.au,participateaustralia.com.au,Non-profit Organizations,,,"Participate Australia is committed to making a difference in the lives of people with disabilities and their families/carers by being a leading support organization in the disability sector in Sydney.


OUR PURPOSE

    To support people with disabilities and their families/carers
   
    To enhance the provision of family/carer and person focused inclusive respite and recreation that meet both current and future needs.

    To encourage and maintain community involvement in assisting people with disabilities to live active, happy and independent lives.
    
    To treat all people with respect and dignity, focusing on one’s abilities as well as disabilities and to celebrate how all individuals contribute to the diversity of life.

STRATEGIC DIRECTION

To continue to be a leading support organization in the disability sector in the Inner West of Sydney. This will be made possible through the dedication of staff and Board Members of Participate Australia who both develop and implement our mission.",,,48,,https://www.linkedin.com/company/participateaustralia/,,NSW,Yes,No,A,5,4,5,Triple R NSW Campaign 3 Cold Export
5e52e442afe1528f,planpartners.com.au,Plan Partners,,51-200,https://planpartners.com.au,planpartners.com.au,Financial Services,,,"At Plan Partners, we are committed to helping our customers bring their NDIS plans to life by offering two services: Plan Management and Support Coordination. Our unique approach to the disability sector makes a real difference in people’s lives every day as we help them navigate the complexities of the system and unlock the potential of their NDIS plans.

Plan Management makes it easier for our customers to manage their NDIS funds by freeing them from the time-consuming daily administration tasks. 

Our Support Coordinators work closely with our customers to understand their needs and goals, and then help find and connect them with people who are a good fit for their situation. 

We always put our customers first. We are a committed partner, as displayed in our Customer Charter, supporting them at every stage of their NDIS journey.",,,131,,https://www.linkedin.com/company/planpartners/,,NSW,No,No,A,5,4,3,Triple R NSW Campaign 3 Cold Export
58baf57d8358ec8e,ability-options.com,Ability Options,,,https://ability-options.com,ability-options.com,,,,,,,,,https://www.linkedin.com/company/ability-options/,,NSW,Yes,Yes,A,4,4,2,Triple R NSW Campaign 3 Cold Export
74a815956da4a9b2,aruma.com.au,Aruma,House with No Steps,1001-5000,https://aruma.com.au,aruma.com.au,Individual and Family Services,,,"Welcome to Aruma!

With a rich history of pioneering support and over 60 years of experience, Aruma is the trusted partner of over 5000 people with disability throughout the east coast of Australia.

Aruma puts participants first and never entertains a one-size-fits-all approach. To do this we need you – staff who are brave, bold and who dare to think differently. Join the human rights team with a love of life supporting people to live the lives they choose.",,,1764,,https://www.linkedin.com/company/arumaservices/,,NSW,Yes,No,A,4,4,3,Triple R NSW Campaign 3 Cold Export
1e789a301239e480,auscaresupport.com.au,Auscare Support,,51-200,https://auscaresupport.com.au,auscaresupport.com.au,Hospitals and Health Care,,,":: Auscare Support :: 

Plan Management :: Support Coordination :: Plan Maximiser :: Support Staff :: Social Groups :: Registered NDIS Provider ::

Our mission, since 2015, with Auscare Support, has been to 

“Empower great futures for our clients and their families”.

It was a mission statement that helped to get to the core of what we are trying to achieve. 

Seems simple enough. 

Empower – meaning to give someone the authority or power to do something, or to make someone stronger and more confident, especially in controlling their life and claiming their rights... 

Since 2015 we have grown to over 50 team members – servicing over 1000 clients. 

Our aim is to continue to grow to support more NDIS participants nationally. 

Auscare is confident to achieve these numbers as we are driven by being:
-	#outcomefocused
-	#proactive 
-	#responsive 

Get in touch with a team member today - to find out how we can help you:

Freecall - 1800 940 515 

Email - info@auscaresupport.com.au

What is Support Coordination? 

‘Assistance to strengthen participant’s abilities to coordinate and implement supports and participate more fully in the community. 

It can include initial assistance with linking participants with the right providers to meet their needs, assistance to source providers, coordinating a range of supports both funded and mainstream and building on informal supports, resolving points of crisis, parenting training and developing participant resilience in their own network and community.’

What is plan management?

A plan manager assists participants to manage their plan by paying for and monitoring the funded supports on their behalf. A participant can decide to use a registered plan management provider to manage some or all of the funding of supports in their plan.

What is Budget Builder? 

Budget Builder helps you understand your budget and to connect with providers.

Support Staff

Connect with local support workers.

AMP

Mentoring",,,65,,https://www.linkedin.com/company/auscare-support/,,NSW,No,Yes,A,4,4,4,Triple R NSW Campaign 3 Cold Export
f6c61b08065d41ce,afford.com.au,Australian Foundation For Disability,,201-500,https://afford.com.au,afford.com.au,Non-profit Organizations,,,"Afford exists to create an inclusive world where human rights are realised. A world where people of all abilities come together to share in life’s adventure.

We are focussed on improving the lives of people with disability by prioritising choices, promoting rights and exploring possibilities together.

Contact our Support Centre team on 1800 233 673 or visit our website to find out more.",,,377,,https://www.linkedin.com/company/australian-foundation-for-disability/,,NSW,Yes,Yes,A,4,4,2,Triple R NSW Campaign 3 Cold Export
4ec2017fca1a8f50,flourishaustralia.org.au,Flourish Australia,My Recovery 101,201-500,https://flourishaustralia.org.au,flourishaustralia.org.au,Non-profit Organizations,,,"RichmondPRA is now Flourish Australia. Our name reflects our fundamental and enduring commitment to people’s mental health and wellbeing, supporting them to thrive and live a contributing life.
Flourish Australia today is the result of a proud 60-year history. Known as RichmondPRA from 2012 to 2016, Flourish Australia’s origins stem from the successful amalgamation of two longstanding mental health organisations, the Richmond Fellowship of NSW and Psychiatric Rehabilitation Australia (PRA). 

Our mission of working together for optimal mental health and wellbeing is the continuance of the dedication of our founding organisations.  We continue the legacy of recovery-oriented community support, a fundamental commitment to improving outcomes for people with a lived experience of a mental health issue, and the pursuit of independence and a contributing life. 

As an organisation we strive to ensure our professionalism and expertise are balanced by our personal connections. Flourish Australia reflects the good heart that everyone in this organisation has – they simply wouldn’t be here without it.",,,456,,https://www.linkedin.com/company/richmondpra/,,NSW,Yes,Yes,A,4,4,4,Triple R NSW Campaign 3 Cold Export
916bf183ad0c6457,huntingtonsaustralia.au,Huntington's Australia,,11-50,https://huntingtonsaustralia.au,huntingtonsaustralia.au,Non-profit Organizations,,,"We provide services to improve the quality of life for people with Huntington's disease (HD), their carers and families through advocacy, support and education.  This includes support and services to people who may be at risk of developing Huntington's disease as well as those who are gene positive, gene negative, symptomatic or diagnosed, carers, family, friends and partners.",,,28,,https://www.linkedin.com/company/huntingtons-australia/,,NSW,Unclear,No,A,4,4,4,Triple R NSW Campaign 3 Cold Export
c8c86eb3f9f8f458,msplus.org.au,MS Plus,,,https://www.msplus.org.au/,msplus.org.au,,,,,,,,,,,VIC,Yes,No,A,4,4,1,Triple R VIC Campaign 3 Cold Export
b6ffc6ad840efe14,unisson.org.au,Unisson Disability,OneDoor Mental Health,201-500,https://unisson.org.au,unisson.org.au,Non-profit Organizations,,,"Founded a century ago by Dr Lorna Hodgkinson – A Woman Ahead of her Time, Unisson Disability began as a pioneering institution dedicated to transforming the lives of individuals with disabilities. Today, we proudly support individuals across Northern and Western Sydney, the Central Coast, and the Hunter regions of NSW, adapting to modern needs while maintaining our foundational commitment to enhancing the quality of life for people with disabilities.

Our comprehensive service offerings range from uniquely co-designed social programs focused on adventure, lifestyle, culture, and wellness, to our quality supported employment opportunities through Pack Works and Ground Works. These programs allow our clients to engage in meaningful indoor and outdoor work experiences, fostering skill development in nurturing environments.

At Unisson, we are more than a service provider; we are a community deeply invested in the power of human connections. Our approach is rooted in understanding each person’s unique story, finding common ground, and creating meaningful interactions. We emphasise saying ‘yes’ to possibilities, being authentic, and making every connection memorable.

As we look forward to the future, we are excited about continuing to evolve and adapt, ensuring that our services not only meet but exceed the needs of the people we support.",,,217,,https://www.linkedin.com/company/unissondisability/,,NSW,Yes,No,A,4,4,4,Triple R NSW Campaign 3 Cold Export
5b0181479f5751a8,lwb.org.au,Life Without Barriers,Student Tutor Network; creating links,1001-5000,https://www.lwb.org.au/,lwb.org.au,Individual and Family Services,,,"Established in 1994, Life Without Barriers is a not-for-profit organisation that delivers services in more than 300 communities across Australia. We believe in the rights of people and the importance of relationships. These foundations shape our unique approach to care and underpin our vision and values. 

For more information please visit www.lwb.org.au

Do not reproduce any photos, videos or content from Life Without Barriers’ LinkedIn without the express permission of Life Without Barriers",,,2934,,https://www.linkedin.com/company/life-without-barriers/,,NSW,Yes,No,A,29,3,22,Triple R NSW Campaign 3 Cold Export
06ef0e01af002c08,3bridges.org.au,3Bridges Community,3Bridges; 3 Bridges Community,51-200,https://3bridges.org.au/,3bridges.org.au,Non-profit Organizations,,,"3Bridges is a for impact organisation. We focus on providing programs and services that are meaningful to our clients and the community, making an impact with compassion and integrity.",,,162,,https://www.linkedin.com/company/3bridges-community/,,NSW,Yes,Yes,A,8,3,4,Triple R NSW Campaign 3 Cold Export
c4e78997c7818ad4,onedoor.org.au,One Door Mental Health,,51-200,https://www.onedoor.org.au/,onedoor.org.au,Mental Health Care,,,"One Door Mental Health is a leading specialist mental health provider. For more than 35 years, we’ve designed and delivered expert mental health programs now accessible through the NDIS.

Through One Door, people living with mental illness and their families find an inclusive community, innovative services, and advocacy support.

Now part of the Mind Australia Group, we are stronger together, offering a full continuum of mental health services and putting lived experience at the heart of everything we do.",,,154,,https://www.linkedin.com/company/one-door-mental-health/,,NSW,Unclear,No,A,7,3,5,Triple R NSW Campaign 3 Cold Export
f05517f83b975db0,lifestylesolutions.org.au,Lifestyle Solutions,,201-500,https://lifestylesolutions.org.au,lifestylesolutions.org.au,Non-profit Organizations,,,"Lifestyle Solutions is a national provider of services to people with disability, young people and children in out-of-home care, their families and communities. 

Our workforce is committed to providing service that is reliable, responsive, flexible, friendly, empathetic and caring. 

Our customers receive services designed to meet their everyday needs and support them to achieve their goals. 

This could be as simple as having somewhere comfortable and safe to live, the company of friends and family, health care, education, employment, having personal goals and achieving them, making a shopping trip to the local supermarket, dignity, respect and just being happy. 

We believe everyone is equal. We stand for everyone in society having equal opportunity and equal respect. We do this by providing our customers, their families and communities with access to quality services and dedicated people who make a real difference in their lives. We believe this is everyone’s fundamental right. 

NDIS registered provider.",,,496,,https://www.linkedin.com/company/lifestyle-solutions-aust-ltd-/,,NSW,Yes,No,A,6,3,4,Triple R NSW Campaign 3 Cold Export
ab039d3fe8818e95,justcoscc.com.au,Intentional Connections,,11-50,https://justcoscc.com.au,justcoscc.com.au,Hospitals and Health Care,,2001-11-20T00:00:00.000Z,"About Just COS
Just COS is precisely just that – Coordination of Supports… nothing else.

We are a team of coordinators on the Central Coast of New South Wales who have a range of experience and expertise. You will always be matched with a support coordinator who can meet your needs and who will always aim to exceed your expectations. 

Our team have found over the years that there has been a lot of conflict of interest with providers favouring their own direct support providers to others, this has made for many an awkward discussion should an issue arise.

With Just COS, you do not have this potential issue as the only service that we provide is Coordination of Supports.",,,11,,https://www.linkedin.com/company/intentionalconnections1/,,NSW,Unclear,No,A,5,3,5,Triple R NSW Campaign 3 Cold Export
42e2755cf396092f,pchsweb.org,Peninsula Health,,,https://www.pchsweb.org/,pchsweb.org,,,,,,,,,,,VIC,Unclear,Yes,A,5,3,0,Triple R VIC Campaign 3 Cold Export
4328282113ea1bbc,gladyandco.com.au,Glady and,Glady & Co Mental Health Services,,https://gladyandco.com.au,gladyandco.com.au,Mental Health Care,,,,,,,,,,VIC,Yes,Yes,A,4,3,1,Triple R VIC Campaign 3 Cold Export
ebf071e49d2949a9,jpluscareaustralia.com.au,JPlus Care Australia,,2-10,https://jpluscareaustralia.com.au,jpluscareaustralia.com.au,Individual and Family Services,,2001-01-10T00:00:00.000Z,"JPlus Care Australia is a NDIS Registered Provider proud to provide Disability Support services to help people live independently and continue doing the things they enjoy. Your preferences and needs always come first. We operate locally, enabling us to provide affordable and accessible services that suit you and are relevant to where you live.  Our staff take the time to get to know you, and to determine how we can best meet your needs.  We never compromise on quality, and we’re passionate about delivering the services you want, when and how you want them.
JPlus Care Australia demonstrates a profound dedication to its personnel. Our organization offers a comprehensive array of disability support services aimed at promoting an inclusive atmosphere that fosters autonomy and self-advocacy for individuals with special needs and disabilities. The team, characterized by their expertise and commitment, will establish a close collaboration with you, delivering the necessary assistance and care as specified in your NDIS plan. This will guarantee that you are able to lead a self-determined life in accordance with your preferences.
Our comprehensive approach ensures that individuals of all age groups can avail customized services either at their residence or within the community. Our primary focus is to ensure that your care plan is tailored to match your specific needs, with utmost emphasis on delivering high-quality service.",,,9,,https://www.linkedin.com/company/jplus-care-australia/,,NSW,Yes,No,A,4,3,3,Triple R NSW Campaign 3 Cold Export
89a4aa8701a466bf,stride.com.au,Stride Mental Health,,201-500,https://stride.com.au,stride.com.au,Mental Health Care,,,"We’re 100% dedicated to providing services that improve the lifelong mental health of children, young people and adults – and help people with complex needs live better. 

Although Stride began 116 years ago simply as a way to help people find a place to live and work, we’re now leaders in early intervention, prevention and treatment of complex mental health conditions.  We are continuing to build on the work we do with families and communities to roll out more evidence-based services across Australia.

Today Stride employs nearly 800 staff providing mental health services for 18,000 Australians in more than 65 locations. We proudly operate a variety of services including Safe Spaces, Safe Havens, Head to Health and headspace centres throughout the eastern seaboard.

In addition to this we provide NDIS Support Coordination, Therapeutic Supports, Recovery Coaching, Supported Independent Living services and a range of complex and higher risk NDIS services.",,,269,,https://www.linkedin.com/company/stride-mental-health/,,NSW,Yes,No,A,4,3,3,Triple R NSW Campaign 3 Cold Export
f773918a7a9595ae,genu.org.au,genU,,,https://www.genu.org.au/,genu.org.au,,,,,,,,,,,VIC,Yes,Yes,A,4,3,2,Triple R VIC Campaign 3 Cold Export
3fb9a90d58a61667,achora.com.au,Achora,,11-50,https://www.achora.com.au/,achora.com.au,Community Services,,,"Achora is your trusted partner in the NDIS sector. Our hands-on approach means we’re right there with you, providing personalised Support Coordination and Plan Management Services within the NDIS framework. Our foundation is built on compassion, reliability, and a commitment to delivering exceptional services and putting our clients’ best interests above all.",,,11,,https://www.linkedin.com/company/achoracare/,,NSW,Yes,Yes,A,3,3,3,Triple R NSW Campaign 3 Cold Export
f61211d886be9e1e,costelloconsultancy.com.au,Costello Consultancy,,2-10,https://www.costelloconsultancy.com.au/,costelloconsultancy.com.au,Individual and Family Services,,2001-01-10T00:00:00.000Z,At Costello Consultancy our goal is to improve quality of life for people living with disabilities in all aspects of their lives. We provide Support Coordination to our clients who are eligible for and need assistance in getting an NDIS plan.,,,7,,https://www.linkedin.com/company/costello-consultancy/,,NSW,No,No,A,3,3,3,Triple R NSW Campaign 3 Cold Export
8390991638f17df1,leisurenetworks.org,Leisure Networks,,,https://www.leisurenetworks.org/,leisurenetworks.org,Civic and Social Organizations,,,,,,,,,,VIC,Yes,Yes,A,3,3,0,Triple R VIC Campaign 3 Cold Export
a1bbd025572df1fe,livelifeconnectgroup.com.au,Live Life Connect Group,,,https://livelifeconnectgroup.com.au/,livelifeconnectgroup.com.au,,,,,,,,,,,VIC,Unclear,Yes,A,3,3,0,Triple R VIC Campaign 3 Cold Export
